date,fpo,produce,temperature,humidity,harvest_volume_kg,market_price,storage_days,storage_capacity_kg,storage_demand_kg,utilization_pct,spoilage_risk,future_market_price,storage_cost_per_kg,potential_revenue,decision
2025-01-08 08:00:00,FPO_Jaipur,Tomato,20.39,78.25,608,26.77,2,500,500.0,100.0,LOW,29.39,4.59,17867.83,SELL NOW
2025-01-08 09:00:00,FPO_Jaipur,Onion,28.81,90.9,406,28.71,3,1000,408.92,40.89,LOW,29.86,3.57,12123.47,SELL NOW
2025-01-08 10:00:00,FPO_Ahmedabad,Tomato,24.21,54.53,1468,26.25,11,500,500.0,100.0,LOW,26.62,3.8,39083.32,SELL NOW
2025-01-08 11:00:00,FPO_Jaipur,Tomato,16.73,66.84,1556,21.38,11,2500,1362.72,54.51,LOW,20.48,4.64,31866.81,SELL NOW
2025-01-08 12:00:00,FPO_Lucknow,Potato,20.02,71.66,872,29.31,3,500,500.0,100.0,LOW,40.0,3.68,34876.89,STORE
2025-01-08 13:00:00,FPO_Karnal,Potato,37.76,41.75,1748,29.03,12,2500,1543.32,61.73,LOW,18.59,2.3,32493.85,SELL NOW
2025-01-08 14:00:00,FPO_Indore,Mango,24.04,53.76,1517,66.98,7,1000,1000.0,100.0,LOW,63.63,3.97,96530.88,SELL NOW
2025-01-08 15:00:00,FPO_Jaipur,Apple,34.49,52.83,1212,94.07,1,2500,756.28,30.25,LOW,109.01,4.19,132114.87,STORE
2025-01-08 16:00:00,FPO_Ahmedabad,Tomato,25.86,95.0,947,30.02,7,2000,858.98,42.95,MEDIUM,37.94,3.72,35928.67,STORE
2025-01-08 17:00:00,FPO_Lucknow,Apple,35.44,80.69,472,97.89,6,500,286.25,57.25,MEDIUM,102.42,2.46,48339.99,SELL NOW
2025-01-08 18:00:00,FPO_Nashik,Mango,35.0,61.74,578,57.61,11,1500,655.52,43.7,MEDIUM,60.59,2.9,35021.27,SELL NOW
2025-01-08 19:00:00,FPO_Karnal,Tomato,23.05,76.69,825,23.36,10,1500,993.22,66.21,LOW,23.43,3.15,19330.49,SELL NOW
2025-01-08 20:00:00,FPO_Karnal,Tomato,16.07,68.17,863,40.83,14,2500,1093.51,43.74,LOW,37.45,2.01,32315.58,SELL NOW
2025-01-08 21:00:00,FPO_Indore,Cabbage,16.58,73.9,1249,23.76,2,1000,771.27,77.13,LOW,28.59,3.08,35714.58,STORE
2025-01-08 22:00:00,FPO_Karnal,Apple,23.15,49.2,879,95.39,10,2500,660.43,26.42,LOW,102.39,2.06,89999.42,SELL NOW
2025-01-08 23:00:00,FPO_Jaipur,Onion,39.34,85.6,743,30.69,1,2500,575.41,23.02,LOW,30.23,3.25,22457.78,SELL NOW
2025-01-09 00:00:00,FPO_Ahmedabad,Potato,25.54,53.48,932,25.82,9,2500,875.53,35.02,LOW,19.73,1.68,18389.83,SELL NOW
2025-01-09 01:00:00,FPO_Karnal,Onion,28.87,54.26,1941,29.29,2,2000,1324.17,66.21,LOW,35.62,4.82,69132.14,STORE
2025-01-09 02:00:00,FPO_Karnal,Apple,35.82,73.85,1833,101.22,4,2000,1289.62,64.48,MEDIUM,108.1,2.36,198142.65,SELL NOW
2025-01-09 03:00:00,FPO_Nashik,Potato,28.66,70.19,290,27.01,9,2500,369.72,14.79,LOW,34.17,3.13,9909.0,STORE
2025-01-09 04:00:00,FPO_Nashik,Onion,28.46,65.35,675,25.23,9,1000,696.57,69.66,LOW,27.43,1.61,18518.29,SELL NOW
2025-01-09 05:00:00,FPO_Nagpur,Cabbage,31.74,77.59,925,25.89,12,500,500.0,100.0,HIGH,18.1,2.17,16739.1,SELL NOW
2025-01-09 06:00:00,FPO_Lucknow,Potato,29.73,47.58,1411,18.8,11,1500,1301.61,86.77,LOW,15.68,3.93,22123.29,SELL NOW
2025-01-09 07:00:00,FPO_Jaipur,Tomato,27.4,92.67,1792,24.13,1,2000,1290.5,64.52,LOW,33.56,1.89,60135.28,STORE
2025-01-09 08:00:00,FPO_Karnal,Onion,23.67,57.49,1842,38.76,14,500,500.0,100.0,MEDIUM,35.01,3.7,64482.9,SELL NOW
2025-01-09 09:00:00,FPO_Surat,Potato,28.47,63.67,1418,21.55,2,2000,1084.02,54.2,LOW,28.05,1.51,39778.9,STORE
2025-01-09 10:00:00,FPO_Karnal,Cabbage,34.57,92.9,733,19.69,2,2000,512.98,25.65,LOW,17.58,3.13,12889.19,SELL NOW
2025-01-09 11:00:00,FPO_Ahmedabad,Potato,38.69,54.36,897,21.44,12,2000,782.45,39.12,MEDIUM,18.83,4.02,16893.26,SELL NOW
2025-01-09 12:00:00,FPO_Nagpur,Potato,29.75,80.35,1079,15.95,2,2500,763.77,30.55,LOW,28.08,4.74,30300.45,STORE
2025-01-09 13:00:00,FPO_Lucknow,Cabbage,32.53,61.79,284,23.91,8,2500,516.47,20.66,LOW,36.23,3.22,10288.5,STORE
2025-01-09 14:00:00,FPO_Surat,Onion,29.62,52.37,791,26.61,13,2000,732.7,36.63,LOW,30.42,4.44,24065.21,STORE
2025-01-09 15:00:00,FPO_Nagpur,Mango,27.48,59.24,1040,62.55,8,2000,915.99,45.8,LOW,63.13,4.31,65656.87,SELL NOW
2025-01-09 16:00:00,FPO_Indore,Onion,31.09,73.49,276,39.69,10,1500,581.69,38.78,MEDIUM,47.85,2.54,13205.39,STORE
2025-01-09 17:00:00,FPO_Lucknow,Apple,35.14,80.21,529,99.13,12,500,500.0,100.0,HIGH,94.23,4.56,49846.27,SELL NOW
2025-01-09 18:00:00,FPO_Karnal,Cabbage,22.68,68.38,582,21.8,8,500,500.0,100.0,LOW,30.85,3.74,17956.68,STORE
2025-01-09 19:00:00,FPO_Karnal,Onion,19.29,41.03,1656,30.46,12,1000,1000.0,100.0,LOW,43.56,1.86,72131.28,STORE
2025-01-09 20:00:00,FPO_Lucknow,Potato,24.8,74.53,576,29.46,4,1000,648.31,64.83,LOW,35.36,4.79,20367.26,STORE
2025-01-09 21:00:00,FPO_Karnal,Cabbage,29.27,62.87,540,27.58,8,1000,523.02,52.3,LOW,24.77,2.12,13374.54,SELL NOW
2025-01-09 22:00:00,FPO_Jaipur,Tomato,33.22,48.46,1400,27.29,14,2500,1070.12,42.8,LOW,37.92,3.15,53084.86,STORE
2025-01-09 23:00:00,FPO_Lucknow,Onion,22.06,70.2,1649,19.67,13,2500,1528.25,61.13,LOW,24.23,3.13,39958.12,STORE
2025-01-10 00:00:00,FPO_Nagpur,Cabbage,15.0,82.01,623,24.74,7,1500,692.08,46.14,LOW,27.04,3.69,16843.85,SELL NOW
2025-01-10 01:00:00,FPO_Lucknow,Onion,24.94,65.1,373,33.88,8,2500,501.8,20.07,LOW,32.04,3.83,11950.06,SELL NOW
2025-01-10 02:00:00,FPO_Surat,Cabbage,26.84,78.85,605,29.79,1,1000,298.12,29.81,LOW,27.09,2.32,16388.58,SELL NOW
2025-01-10 03:00:00,FPO_Karnal,Potato,21.03,71.94,281,28.55,3,2000,322.93,16.15,LOW,37.32,2.73,10487.24,STORE
2025-01-10 04:00:00,FPO_Jaipur,Tomato,23.46,72.13,220,24.63,10,1000,464.19,46.42,LOW,27.25,2.01,5994.25,STORE
2025-01-10 05:00:00,FPO_Jaipur,Tomato,33.2,60.42,890,25.98,6,1500,902.92,60.19,LOW,28.55,1.94,25410.92,SELL NOW
2025-01-10 06:00:00,FPO_Indore,Apple,28.47,77.28,1209,99.4,1,2000,842.32,42.12,LOW,103.03,4.39,124562.5,SELL NOW
2025-01-10 07:00:00,FPO_Nagpur,Cabbage,30.07,78.71,597,28.55,4,2500,546.42,21.86,LOW,21.79,4.13,13006.31,SELL NOW
2025-01-10 08:00:00,FPO_Nashik,Onion,25.87,76.89,529,28.68,9,2000,659.78,32.99,LOW,31.57,3.05,16702.71,STORE
2025-01-10 09:00:00,FPO_Nashik,Tomato,23.48,60.29,424,30.62,7,1500,638.43,42.56,LOW,33.59,1.84,14242.89,SELL NOW
2025-01-10 10:00:00,FPO_Lucknow,Tomato,25.82,79.78,1625,26.08,1,2500,1172.53,46.9,LOW,36.55,3.07,59400.12,STORE
2025-01-10 11:00:00,FPO_Indore,Mango,30.99,70.79,980,56.47,13,500,500.0,100.0,HIGH,63.61,2.53,62336.71,SELL NOW
2025-01-10 12:00:00,FPO_Ahmedabad,Mango,19.05,50.42,1986,65.55,12,1000,1000.0,100.0,LOW,62.48,4.22,124080.12,SELL NOW
2025-01-10 13:00:00,FPO_Lucknow,Tomato,37.9,59.28,1093,29.56,6,1000,756.55,75.66,MEDIUM,30.59,1.84,33439.99,SELL NOW
2025-01-10 14:00:00,FPO_Indore,Cabbage,31.45,57.04,637,28.73,6,1500,616.55,41.1,LOW,36.96,3.08,23546.47,STORE
2025-01-10 15:00:00,FPO_Nagpur,Apple,24.78,35.18,1495,98.97,12,1500,1380.43,92.03,LOW,95.45,3.57,142705.17,SELL NOW
2025-01-10 16:00:00,FPO_Nagpur,Tomato,32.88,80.05,1503,32.02,2,1000,1000.0,100.0,MEDIUM,43.5,4.95,65381.48,STORE
2025-01-10 17:00:00,FPO_Nagpur,Potato,35.33,95.0,422,16.69,6,2000,526.77,26.34,MEDIUM,19.48,1.81,8222.25,STORE
2025-01-10 18:00:00,FPO_Nagpur,Onion,26.02,83.13,1810,25.48,14,500,500.0,100.0,HIGH,31.16,1.9,56406.69,SELL NOW
2025-01-10 19:00:00,FPO_Nagpur,Apple,26.7,67.44,1886,104.71,10,500,500.0,100.0,MEDIUM,105.5,4.96,198975.0,SELL NOW
2025-01-10 20:00:00,FPO_Indore,Potato,36.96,57.26,708,21.65,2,1500,417.41,27.83,LOW,22.37,2.92,15838.41,SELL NOW
2025-01-10 21:00:00,FPO_Indore,Apple,40.71,51.12,1565,98.77,8,1500,1132.01,75.47,MEDIUM,97.16,4.1,152052.38,SELL NOW
2025-01-10 22:00:00,FPO_Jaipur,Potato,28.18,67.26,816,17.4,7,2000,866.5,43.33,LOW,28.09,4.24,22918.49,STORE
2025-01-10 23:00:00,FPO_Surat,Onion,21.05,79.52,1265,34.02,14,1500,1318.09,87.87,MEDIUM,39.98,2.6,50576.23,STORE
2025-01-11 00:00:00,FPO_Nashik,Onion,25.18,54.88,1399,39.33,6,500,500.0,100.0,LOW,37.49,2.25,52455.28,SELL NOW
2025-01-11 01:00:00,FPO_Karnal,Mango,34.2,95.0,1468,63.04,14,1000,1000.0,100.0,HIGH,69.57,2.47,102122.62,SELL NOW
2025-01-11 02:00:00,FPO_Nagpur,Cabbage,21.82,44.24,1476,22.75,10,500,500.0,100.0,LOW,30.46,4.18,44954.14,STORE
2025-01-11 03:00:00,FPO_Ahmedabad,Potato,26.75,68.37,1497,28.93,6,2000,1355.16,67.76,LOW,37.34,4.44,55899.91,STORE
2025-01-11 04:00:00,FPO_Karnal,Mango,29.76,66.05,1158,61.8,9,1000,1000.0,100.0,MEDIUM,66.2,3.95,76664.35,SELL NOW
2025-01-11 05:00:00,FPO_Indore,Potato,22.46,65.1,1557,19.84,9,1000,1000.0,100.0,LOW,23.69,3.04,36885.35,STORE
2025-01-11 06:00:00,FPO_Ahmedabad,Mango,34.58,56.47,803,66.38,10,500,500.0,100.0,MEDIUM,64.72,2.42,51971.11,SELL NOW
2025-01-11 07:00:00,FPO_Ahmedabad,Onion,32.16,66.24,1234,29.1,10,1000,939.14,93.91,MEDIUM,38.76,2.99,47825.13,STORE
2025-01-11 08:00:00,FPO_Ahmedabad,Apple,40.06,58.25,351,92.79,2,1000,178.02,17.8,LOW,99.12,4.7,34791.15,SELL NOW
2025-01-11 09:00:00,FPO_Jaipur,Mango,32.69,84.32,388,58.41,3,1500,329.99,22.0,LOW,66.36,4.52,25746.3,STORE
2025-01-11 10:00:00,FPO_Indore,Potato,22.23,89.31,1159,24.66,10,1000,1000.0,100.0,HIGH,18.25,2.63,21147.22,SELL NOW
2025-01-11 11:00:00,FPO_Ahmedabad,Potato,31.18,59.17,875,18.41,7,2000,680.52,34.03,LOW,26.19,2.65,22920.26,STORE
2025-01-11 12:00:00,FPO_Nagpur,Cabbage,33.93,40.33,837,15.64,11,1000,918.89,91.89,LOW,18.76,4.23,15705.22,STORE
2025-01-11 13:00:00,FPO_Lucknow,Onion,34.24,69.76,410,37.35,10,1500,432.28,28.82,LOW,44.49,2.99,18239.78,STORE
2025-01-11 14:00:00,FPO_Ahmedabad,Potato,23.34,69.22,1320,36.97,12,2500,1279.36,51.17,LOW,33.98,3.5,44853.34,SELL NOW
2025-01-11 15:00:00,FPO_Jaipur,Tomato,22.62,66.58,538,25.62,13,2500,784.32,31.37,LOW,37.69,2.98,20276.4,STORE
2025-01-11 16:00:00,FPO_Karnal,Apple,21.16,72.99,246,96.85,14,2000,809.36,40.47,LOW,96.59,2.35,23761.36,SELL NOW
2025-01-11 17:00:00,FPO_Indore,Mango,37.63,85.72,1019,53.26,14,2000,1085.38,54.27,HIGH,62.02,2.16,63201.96,SELL NOW
2025-01-11 18:00:00,FPO_Surat,Cabbage,31.74,77.49,1959,20.89,9,1000,1000.0,100.0,HIGH,22.87,1.99,44803.38,SELL NOW
2025-01-11 19:00:00,FPO_Jaipur,Apple,23.07,72.97,1174,92.36,12,1000,1000.0,100.0,MEDIUM,104.61,1.54,122814.84,STORE
2025-01-11 20:00:00,FPO_Ahmedabad,Onion,28.76,76.31,1280,23.48,13,2500,1206.92,48.28,MEDIUM,27.96,2.48,35793.57,STORE
2025-01-11 21:00:00,FPO_Indore,Cabbage,27.26,68.77,1298,25.01,14,2500,1319.73,52.79,MEDIUM,37.43,2.1,48590.53,STORE
2025-01-11 22:00:00,FPO_Lucknow,Mango,22.16,50.82,1477,52.1,6,500,500.0,100.0,LOW,54.75,2.4,80872.78,SELL NOW
2025-01-11 23:00:00,FPO_Ahmedabad,Mango,28.22,86.76,1886,52.66,11,2500,1934.36,77.37,HIGH,50.09,1.77,94476.52,SELL NOW
2025-01-12 00:00:00,FPO_Jaipur,Tomato,29.14,66.54,1794,29.04,1,2500,1121.31,44.85,LOW,33.52,2.7,60127.18,STORE
2025-01-12 01:00:00,FPO_Nashik,Onion,39.59,50.81,1036,26.91,11,2000,885.19,44.26,MEDIUM,29.25,3.32,30299.39,SELL NOW
2025-01-12 02:00:00,FPO_Nagpur,Cabbage,24.07,48.08,1151,26.78,7,500,500.0,100.0,LOW,26.76,4.81,30804.04,SELL NOW
2025-01-12 03:00:00,FPO_Surat,Cabbage,17.74,51.23,797,23.29,11,500,500.0,100.0,LOW,32.51,2.71,25907.06,STORE
2025-01-12 04:00:00,FPO_Karnal,Potato,21.71,46.51,369,21.07,1,1000,345.04,34.5,LOW,17.31,1.61,6386.18,SELL NOW
2025-01-12 05:00:00,FPO_Jaipur,Tomato,22.64,75.03,1369,31.9,5,1000,1000.0,100.0,LOW,44.46,2.77,60863.52,STORE
2025-01-12 06:00:00,FPO_Indore,Tomato,25.44,62.37,1038,25.26,9,500,500.0,100.0,LOW,27.33,4.36,28370.06,SELL NOW
2025-01-12 07:00:00,FPO_Surat,Cabbage,21.72,76.64,1256,28.55,10,500,500.0,100.0,MEDIUM,24.74,2.69,31071.01,SELL NOW
2025-01-12 08:00:00,FPO_Surat,Cabbage,32.93,82.54,1738,22.9,11,1000,1000.0,100.0,HIGH,27.85,2.52,48403.08,SELL NOW
2025-01-12 09:00:00,FPO_Surat,Apple,21.3,78.66,995,95.9,10,2000,1095.34,54.77,LOW,99.81,4.72,99311.06,SELL NOW
2025-01-12 10:00:00,FPO_Ahmedabad,Apple,28.12,74.51,1480,94.63,9,2000,1386.61,69.33,MEDIUM,96.86,2.54,143354.22,SELL NOW
2025-01-12 11:00:00,FPO_Nagpur,Apple,40.0,69.31,1349,91.72,1,2000,962.55,48.13,LOW,91.57,4.9,123524.3,SELL NOW
2025-01-12 12:00:00,FPO_Ahmedabad,Tomato,31.32,62.14,1158,21.8,6,2000,986.03,49.3,LOW,31.37,4.41,36324.46,STORE
2025-01-12 13:00:00,FPO_Indore,Potato,30.7,63.15,1336,13.13,13,1000,1000.0,100.0,HIGH,18.83,3.89,25156.18,SELL NOW
2025-01-12 14:00:00,FPO_Ahmedabad,Mango,39.14,73.77,1014,55.03,3,1500,774.88,51.66,MEDIUM,55.6,3.59,56377.44,SELL NOW
2025-01-12 15:00:00,FPO_Nashik,Apple,35.47,50.58,541,104.11,12,2500,555.46,22.22,LOW,109.1,2.29,59021.04,SELL NOW
2025-01-12 16:00:00,FPO_Nagpur,Potato,31.39,64.19,247,21.96,9,2500,344.42,13.78,LOW,21.06,4.06,5201.44,SELL NOW
2025-01-12 17:00:00,FPO_Nagpur,Onion,26.14,53.86,563,28.06,14,2500,825.28,33.01,LOW,35.95,2.71,20241.71,STORE
2025-01-12 18:00:00,FPO_Indore,Apple,27.86,82.59,1621,96.54,12,2500,1614.9,64.6,MEDIUM,110.03,3.2,178354.27,STORE
2025-01-12 19:00:00,FPO_Karnal,Mango,27.57,75.76,1418,59.59,3,1000,1000.0,100.0,LOW,68.13,1.86,96607.23,STORE
2025-01-12 20:00:00,FPO_Nashik,Onion,25.59,95.0,1960,30.15,2,1500,1405.23,93.68,MEDIUM,29.85,2.54,58502.57,SELL NOW
2025-01-12 21:00:00,FPO_Jaipur,Onion,29.27,53.63,924,24.42,8,1000,609.09,60.91,LOW,22.61,3.35,20894.89,SELL NOW
2025-01-12 22:00:00,FPO_Ahmedabad,Mango,30.1,55.24,1544,62.32,3,1500,1272.32,84.82,LOW,65.81,3.14,101613.82,SELL NOW
2025-01-12 23:00:00,FPO_Lucknow,Apple,20.53,65.86,337,98.37,5,1000,404.39,40.44,LOW,93.32,2.7,31450.44,SELL NOW
2025-01-13 00:00:00,FPO_Ahmedabad,Tomato,37.79,54.12,554,29.48,12,500,366.0,73.2,MEDIUM,37.06,3.15,20530.59,STORE
2025-01-13 01:00:00,FPO_Surat,Mango,30.46,73.06,1293,59.84,6,1500,1042.68,69.51,LOW,66.17,4.11,85555.98,STORE
2025-01-13 02:00:00,FPO_Ahmedabad,Mango,26.42,64.24,1010,52.91,12,2500,1105.11,44.2,LOW,55.14,3.11,55692.23,SELL NOW
2025-01-13 03:00:00,FPO_Jaipur,Mango,29.33,57.67,1805,66.5,10,1500,1438.65,95.91,MEDIUM,68.05,3.27,122837.48,SELL NOW
2025-01-13 04:00:00,FPO_Ahmedabad,Onion,33.58,81.31,1706,29.94,14,2000,1483.17,74.16,HIGH,32.39,3.95,55257.12,SELL NOW
2025-01-13 05:00:00,FPO_Nashik,Potato,19.2,37.26,1943,20.16,10,1500,1500.0,100.0,LOW,30.97,4.45,60175.65,STORE
2025-01-13 06:00:00,FPO_Nashik,Tomato,27.37,73.13,911,30.91,1,2000,705.9,35.3,LOW,31.88,3.34,29047.0,SELL NOW
2025-01-13 07:00:00,FPO_Nagpur,Apple,20.88,56.73,258,94.21,7,2000,468.43,23.42,LOW,91.23,4.82,23538.26,SELL NOW
2025-01-13 08:00:00,FPO_Indore,Apple,43.94,77.25,970,92.13,11,500,500.0,100.0,HIGH,91.22,2.74,88483.09,SELL NOW
2025-01-13 09:00:00,FPO_Karnal,Potato,28.83,80.84,588,24.78,7,1500,578.22,38.55,LOW,32.73,2.38,19245.19,STORE
2025-01-13 10:00:00,FPO_Lucknow,Mango,20.93,30.85,1574,65.73,5,500,500.0,100.0,LOW,63.93,3.93,100624.2,SELL NOW
2025-01-13 11:00:00,FPO_Surat,Tomato,45.0,61.83,1045,29.43,9,2500,778.28,31.13,MEDIUM,38.43,2.12,40154.13,STORE
2025-01-13 12:00:00,FPO_Ahmedabad,Apple,24.78,65.87,1068,104.03,11,1500,1141.08,76.07,LOW,106.02,4.65,113230.72,SELL NOW
2025-01-13 13:00:00,FPO_Ahmedabad,Cabbage,26.75,30.0,538,18.67,2,1000,256.25,25.63,LOW,12.7,2.85,6833.35,SELL NOW
2025-01-13 14:00:00,FPO_Jaipur,Apple,27.18,68.42,1900,98.2,5,1000,1000.0,100.0,LOW,104.95,3.94,199399.36,SELL NOW
2025-01-13 15:00:00,FPO_Indore,Mango,22.91,57.08,956,56.71,2,1000,721.66,72.17,LOW,58.35,3.5,55785.47,SELL NOW
2025-01-13 16:00:00,FPO_Nashik,Cabbage,29.48,46.91,795,30.14,14,2000,1149.28,57.46,LOW,35.0,1.69,27821.63,STORE
2025-01-13 17:00:00,FPO_Lucknow,Potato,15.0,55.24,635,24.47,2,1000,449.79,44.98,LOW,24.35,3.98,15464.94,SELL NOW
2025-01-13 18:00:00,FPO_Nagpur,Tomato,34.52,52.65,1673,33.16,12,2500,1318.32,52.73,LOW,42.31,4.27,70785.37,STORE
2025-01-13 19:00:00,FPO_Nashik,Potato,21.23,56.44,576,18.91,11,1500,746.61,49.77,LOW,24.14,4.94,13904.03,STORE
2025-01-13 20:00:00,FPO_Surat,Potato,25.51,67.78,590,16.34,9,1500,773.4,51.56,LOW,30.17,2.96,17802.98,STORE
2025-01-13 21:00:00,FPO_Indore,Tomato,32.51,79.72,680,34.65,7,2000,722.65,36.13,LOW,41.2,3.26,28014.71,STORE
2025-01-13 22:00:00,FPO_Surat,Tomato,26.77,63.83,1020,28.13,4,2000,768.49,38.42,LOW,29.97,4.56,30566.02,SELL NOW
2025-01-13 23:00:00,FPO_Karnal,Apple,27.02,81.54,313,105.32,14,2000,678.32,33.92,MEDIUM,104.0,2.44,32552.59,SELL NOW
2025-01-14 00:00:00,FPO_Nagpur,Apple,21.93,49.31,1969,99.68,11,2500,1847.29,73.89,LOW,95.59,2.16,188214.86,SELL NOW
2025-01-14 01:00:00,FPO_Karnal,Tomato,40.57,67.29,973,39.02,14,1500,1114.13,74.28,HIGH,41.38,1.97,40258.33,SELL NOW
2025-01-14 02:00:00,FPO_Jaipur,Cabbage,31.19,95.0,371,30.89,8,500,500.0,100.0,HIGH,33.44,4.92,12406.51,SELL NOW
2025-01-14 03:00:00,FPO_Surat,Onion,21.5,41.14,217,29.2,11,2000,547.74,27.39,LOW,40.15,2.45,8713.56,STORE
2025-01-14 04:00:00,FPO_Jaipur,Apple,29.07,40.57,434,100.1,11,1000,546.91,54.69,LOW,101.05,4.15,43854.24,SELL NOW
2025-01-14 05:00:00,FPO_Ahmedabad,Onion,21.08,84.2,1533,30.12,13,500,500.0,100.0,HIGH,38.19,3.07,58550.52,SELL NOW
2025-01-14 06:00:00,FPO_Karnal,Cabbage,38.33,68.31,1892,19.32,4,500,500.0,100.0,MEDIUM,21.79,2.34,41219.05,STORE
2025-01-14 07:00:00,FPO_Indore,Tomato,29.2,55.98,922,25.59,1,2000,620.04,31.0,LOW,38.05,4.7,35081.64,STORE
2025-01-14 08:00:00,FPO_Surat,Cabbage,22.15,48.05,480,22.21,12,1000,527.16,52.72,LOW,17.38,3.12,8342.49,SELL NOW
2025-01-14 09:00:00,FPO_Lucknow,Apple,32.19,64.46,1030,101.16,14,2000,1235.63,61.78,MEDIUM,110.92,3.48,114250.49,SELL NOW
2025-01-14 10:00:00,FPO_Nagpur,Potato,26.33,67.0,1419,17.92,10,2000,1412.4,70.62,LOW,18.43,2.28,26151.15,SELL NOW
2025-01-14 11:00:00,FPO_Nashik,Tomato,20.27,67.08,1338,27.25,14,1000,1000.0,100.0,MEDIUM,34.71,2.63,46438.58,STORE
2025-01-14 12:00:00,FPO_Indore,Mango,30.29,47.91,1620,58.17,3,500,500.0,100.0,LOW,69.03,4.12,111825.35,STORE
2025-01-14 13:00:00,FPO_Indore,Onion,30.12,59.95,1895,30.38,10,500,500.0,100.0,MEDIUM,31.62,2.7,59925.76,SELL NOW
2025-01-14 14:00:00,FPO_Jaipur,Cabbage,34.83,56.48,1890,32.34,12,1000,1000.0,100.0,MEDIUM,29.86,3.27,56433.95,SELL NOW
2025-01-14 15:00:00,FPO_Karnal,Tomato,28.39,74.7,1786,33.48,1,500,500.0,100.0,LOW,30.51,1.9,54493.8,SELL NOW
2025-01-14 16:00:00,FPO_Surat,Cabbage,28.64,48.79,617,18.45,2,2500,426.39,17.06,LOW,17.18,4.48,10598.67,SELL NOW
2025-01-14 17:00:00,FPO_Surat,Tomato,28.96,66.14,483,27.74,2,2000,406.68,20.33,LOW,18.6,4.08,8981.52,SELL NOW
2025-01-14 18:00:00,FPO_Ahmedabad,Apple,37.57,95.0,784,98.49,7,2500,656.39,26.26,MEDIUM,100.35,4.16,78672.61,SELL NOW
2025-01-14 19:00:00,FPO_Ahmedabad,Apple,26.14,47.77,1551,96.77,13,2500,1444.34,57.77,LOW,103.02,2.12,159777.69,SELL NOW
2025-01-14 20:00:00,FPO_Nagpur,Apple,30.82,53.79,1564,110.77,4,2500,972.88,38.92,LOW,115.0,3.23,179852.24,SELL NOW
2025-01-14 21:00:00,FPO_Jaipur,Cabbage,31.7,63.59,821,22.37,10,1500,810.55,54.04,LOW,23.48,1.6,19273.73,SELL NOW
2025-01-14 22:00:00,FPO_Indore,Mango,30.1,30.0,420,57.71,12,1500,484.56,32.3,LOW,56.28,2.6,23636.97,SELL NOW
2025-01-14 23:00:00,FPO_Surat,Apple,25.91,43.6,208,108.77,9,2500,461.23,18.45,LOW,108.92,2.72,22654.78,SELL NOW
2025-01-15 00:00:00,FPO_Lucknow,Tomato,28.72,69.66,1305,32.85,2,2000,964.32,48.22,LOW,37.26,4.7,48629.17,STORE
2025-01-15 01:00:00,FPO_Jaipur,Apple,27.44,62.36,1031,97.78,9,2500,1009.48,40.38,LOW,104.91,4.97,108161.99,SELL NOW
2025-01-15 02:00:00,FPO_Nagpur,Potato,39.76,80.82,1517,25.8,6,2500,1148.66,45.95,MEDIUM,21.33,3.66,32352.01,SELL NOW
2025-01-15 03:00:00,FPO_Nagpur,Apple,25.25,61.43,574,98.8,10,1500,748.95,49.93,LOW,102.59,3.31,58886.49,SELL NOW
2025-01-15 04:00:00,FPO_Jaipur,Cabbage,22.52,60.11,733,24.14,8,2500,957.46,38.3,LOW,28.46,3.04,20862.08,STORE
2025-01-15 05:00:00,FPO_Nagpur,Mango,27.96,54.46,1638,55.97,7,2000,1381.8,69.09,LOW,54.26,1.56,88870.83,SELL NOW
2025-01-15 06:00:00,FPO_Jaipur,Potato,27.54,59.86,1322,9.83,11,2000,1107.39,55.37,LOW,15.57,4.3,20582.78,STORE
2025-01-15 07:00:00,FPO_Nashik,Cabbage,29.18,46.83,1905,17.88,13,2500,1546.87,61.87,LOW,25.54,3.85,48659.25,STORE
2025-01-15 08:00:00,FPO_Jaipur,Cabbage,25.26,62.79,901,19.48,8,2000,831.11,41.56,LOW,19.63,3.77,17683.55,SELL NOW
2025-01-15 09:00:00,FPO_Karnal,Cabbage,28.66,50.43,1841,27.1,13,2500,1549.41,61.98,LOW,25.76,4.33,47427.93,SELL NOW
2025-01-15 10:00:00,FPO_Jaipur,Tomato,28.78,46.84,1031,28.77,13,1500,952.75,63.52,LOW,42.54,4.75,43863.67,STORE
2025-01-15 11:00:00,FPO_Nagpur,Cabbage,33.44,55.41,976,30.43,9,2500,906.81,36.27,LOW,37.43,2.86,36535.16,STORE
2025-01-15 12:00:00,FPO_Surat,Tomato,28.56,71.77,1605,21.98,12,500,500.0,100.0,HIGH,25.88,2.99,41540.95,SELL NOW
2025-01-15 13:00:00,FPO_Karnal,Cabbage,28.61,67.13,1139,33.93,13,1500,1189.59,79.31,MEDIUM,33.56,4.91,38227.88,SELL NOW
2025-01-15 14:00:00,FPO_Nagpur,Onion,31.1,75.01,1727,38.47,8,2000,1207.87,60.39,MEDIUM,37.61,3.83,64949.03,SELL NOW
2025-01-15 15:00:00,FPO_Ahmedabad,Potato,33.21,51.15,646,22.18,6,2000,360.42,18.02,LOW,28.04,4.48,18115.6,STORE
2025-01-15 16:00:00,FPO_Ahmedabad,Onion,22.1,64.8,879,26.57,8,1500,814.85,54.32,LOW,25.46,2.28,22375.93,SELL NOW
